-1.546844700663958605e+01,-2.554131967353765020e+01,9.388145522099361528e+01,-3.325726999451843824e+01,1.119056355881773257e+01,-5.137468414858559385e+01,1.998013927054505601e+01,-7.757294544858084784e+00,-3.246021424451685178e+00,1.293771973631804295e-01,5.197434285783348873e-01,-2.330192025286025981e+00,4.233607496865234054e+01,3.023866358655336839e+01,-5.049143039305594272e+00,1.000000000000000000e+00
-4.798741505241218164e+01,5.800692007858987864e+00,-5.590914192237905667e+01,-2.820495108171757792e+01,4.816929181505956592e+01,2.817228830449795751e+01,-4.863449213108034996e+01,-4.489924816443742372e+01,4.800542511995374184e+00,9.690124290426482823e-01,1.782043784411912668e+01,1.665574789441527814e+00,6.693004960176918594e+00,3.650256289084386196e+01,-1.119574296662331392e+01,1.000000000000000000e+00
-1.197767614555407079e+01,-3.397282644403745877e+01,4.623511518040235302e+01,-3.014970200275385892e+01,-5.754711091765767783e+00,-8.181559460979241294e+01,1.508264715525132438e+01,1.028280082897448899e+01,-3.804695929120657905e+00,1.016675781190813088e-01,3.473623425701173772e+00,-2.909559430847788164e+01,4.570273766088960343e+01,3.388859516866629917e+01,5.007462473401444569e+00,1.000000000000000000e+00
-2.847856450043756738e+01,8.081670544889965058e+00,-5.984659748588526895e+01,-1.848754699193136020e+01,6.728491755173052979e+01,3.612145392703399693e+01,-3.424823534811934422e+01,-5.632396129240780169e+01,3.695576044214350375e+00,1.221332354672789888e+00,6.591506193775574118e+00,-1.147629664114463388e+01,4.467660411919999852e+00,4.455238258069076807e+01,-5.558396856597748403e+00,1.000000000000000000e+00
-5.257438733933738462e+01,1.969915831189512190e+01,1.921397184833798022e+01,-2.469939740826267993e+01,7.988402686907664929e+01,-7.774173147638876458e+01,-2.622313696590276422e+01,-1.502150630373157725e+01,-8.452440997439338854e-01,3.213358903236511188e-01,6.682106649284286881e+00,-1.002546806865230522e+01,3.743945646126603322e+01,5.364217866462206530e+01,-1.009998192554470542e+00,1.000000000000000000e+00
-4.313276055468478631e+01,4.408036645133361908e+00,-7.142398971738272451e+01,-1.501701933500932462e+01,4.494765088173272005e+01,2.023120677741544071e+01,-5.121094225184060633e+01,-3.477877220224256405e+01,4.344888095191041799e+00,1.313267990581328037e+00,2.040611763085528807e+01,-7.547424685385819565e+00,2.103672640982558661e+01,2.942451769816329943e+01,-1.714387427515969176e+00,1.000000000000000000e+00
2.438753414996886448e+01,-2.027973543059390948e+01,-3.076033404074713573e+01,-4.103773837534087754e+00,3.002290014677125285e+01,8.882897321228050425e-01,-2.107268326639361433e+01,-3.575272717009969625e+01,-1.850902454304842459e+00,7.978388035924338650e-02,1.770318373150714208e+01,-1.582818655309596423e+01,1.809214664479730317e+01,1.151622157254132794e+01,-6.421176112363575772e-01,1.000000000000000000e+00
-5.848272910463568053e+01,1.475970707803063497e+01,3.515277457622452317e+01,-1.978823065096559120e+01,7.685915600003093573e+01,-3.761469228225686123e+01,-1.872329924961704961e+01,-1.052558162999233460e+01,3.735465568611006315e+00,4.198124400692234692e-01,2.532139528950349217e+00,1.045360844345081119e+01,4.816659426299979430e+01,5.605046495385702343e+01,-8.018320620290447565e+00,1.000000000000000000e+00
1.652328187775878021e+01,-2.070096393371806087e+01,-2.894785365327020443e+01,-3.653160244039754190e+01,3.218721903606170542e+01,1.670169525774378627e+01,8.919871480579265821e+00,-2.142266527991564828e+01,-1.779021365795157017e+00,7.298780409175437134e-02,-4.027487716327715184e+00,-8.519740270455827158e+00,2.335636136457993217e+01,4.882591014078104585e+00,-6.329616396244220233e+00,1.000000000000000000e+00
-1.459536509062286669e+01,-2.374789761501973828e+01,5.871590240744655631e+01,-2.073200873376219988e+01,4.816421842322732516e+01,-1.537419215655577709e+01,2.476471876373775416e+01,2.006850605805611476e+00,1.883278600363125888e+00,5.689751355962966439e-01,1.394461085110689247e+01,-1.745456455917096861e+01,5.177965593397883737e+01,2.557194291409873799e+01,-2.523596674042226429e+00,1.000000000000000000e+00
-2.217142637912288805e+01,-9.072825774706178237e+00,-5.078789821539961480e+01,-2.226987749133268224e+01,9.072699804184914285e+01,4.341253901680717320e+01,2.511629110955457378e+01,1.332284294802437508e+01,1.498832954686653451e+00,3.655889263492032026e-01,1.669256333839300999e-01,-2.887442159518808538e+01,-4.496730157026648911e+00,4.181026254741731663e+01,3.936824360076249807e+00,1.000000000000000000e+00
-1.366728264586607011e+01,-7.327652400982104908e+00,6.407256856901372544e+01,-1.514442860039166128e+01,8.513280939250842039e+01,-2.578421735308021567e+01,4.034440327822773753e+01,1.882979304283945154e+01,-2.200863081666039278e+00,-1.158247775307107708e-01,-1.122497613067259969e+01,1.967935093791966628e+00,4.616532327078583364e+01,4.829653605910128533e+01,1.599076690367287945e+00,1.000000000000000000e+00
-6.574919303293889961e+00,-1.630217134062855777e+01,-6.816204542015647405e+01,-2.651822592704674619e+01,3.797151652674379818e+01,4.809055865086855164e+01,1.329539100423059494e+01,1.449247171783691357e+01,-1.011390905912002092e+00,9.703459047860634179e-01,1.149575686104576944e+00,-2.785091022600636990e+01,1.715270110870936549e+01,3.524201146306801746e+01,1.772837873107315687e+01,1.000000000000000000e+00
