4.853600860080537416e+01,-1.012110419309137654e+02,-1.030003594895658807e+02,-4.397424935296294990e+01,-1.714001187293389705e+02,3.132053145273621197e+01,-9.381752180163616117e+01,1.420810549782162724e+01,1.161360481604860517e+01,-8.143501185743799553e+00,5.686638881953036417e+01,1.795002095947407739e+01,3.681512456657765853e+01,-4.579716975395771072e+01,-3.371719803659734005e+00,1.158091001232474611e+02,-5.428569964231894573e+01,1.070416817337496163e+01,-6.564782066924058768e+01,-3.617831036156812274e+01,4.300275305641925172e+00,1.723862411814851896e+02,9.580042744225771401e+01,5.209823501024868619e+01,7.126711749234658555e+01,-1.731856354088504020e+02,-5.070187104051993998e+01,2.670296950805739922e+00,-1.014498439630600615e+02,-9.946150400003999437e+01,-1.325514215397239752e+02,2.349055999806070645e+02,-1.733446711281300168e+02,-2.152297390173531966e+01,3.523998074624783428e+00,2.476655403547037437e+01,-5.991931036758136031e+01,-6.950756314235515276e+01,-7.739868053827051142e+01,1.737420594459305434e+01,1.000000000000000000e+00
7.955199521944959429e+01,-4.149885681716262376e+00,1.713345145515064871e+02,1.129672532292985743e+01,2.744721485268863859e+01,-3.170077214428640033e+01,-2.241214796369479956e+01,3.511985394162005747e+01,8.471421001551694419e-01,-8.257006836069438194e+00,7.376837720122740905e+01,1.309571015381645225e+02,-7.234891538880948758e+01,-3.036237848297674091e+01,1.798153152033893321e+01,9.964678692807810023e+01,-3.038727648668555492e-01,-6.615354965835064149e+01,2.823411630642154080e+01,1.311264957541019527e+01,1.610749908191771951e+01,1.234095830552231945e+02,1.474497347087609178e+01,-6.376848355269724777e+01,1.075252487623514099e+02,-1.346573286684460413e+02,1.494125475535739156e+02,-9.560342840773574835e+01,1.105549141747665089e+02,-1.728537831647034864e+02,-1.156336330216879560e+02,-2.216266198373166105e+02,-1.395792469735991688e+02,-5.916334662699630087e+01,-5.484294767013168759e+00,-7.994764623229166034e+01,-1.929857287748315287e+01,-7.997249802776691752e+01,9.577622388695812106e+01,4.406966074696611457e+01,1.000000000000000000e+00
1.679998209022782021e+02,4.659334056899220400e+01,1.194530509573066439e+02,-1.910628780913464198e+01,1.232083954331941271e+02,-8.083856274748042381e+01,-5.658050355013564570e+01,-4.488476546322942085e+01,-2.839341488602219243e+00,4.366711869412065461e+00,1.177733135959291246e+02,9.416351013488011290e+01,-8.508127280881134880e+01,3.842160891222849273e+01,-1.710126495335117403e+00,7.687520779852172836e+01,1.013557041000025549e+02,-1.214131065926626860e+02,-6.359959514862297425e+01,4.781988781102234753e+01,-1.049580171169669285e+02,3.188196296259520679e+01,1.194079705781963554e+02,1.546550659172976516e+01,1.037340244565636169e+02,-2.052794965303318691e+02,1.481598438743900203e+02,-2.891159656310411918e+01,1.664749335007965101e+02,-1.898058710299219243e+01,-1.078656991232225835e+02,-2.399635787316212827e+02,1.963332717292763618e+02,3.969526943984549305e+00,1.031150792181131592e+01,1.023271895684295032e+02,-1.491837509092552807e+02,-6.655819773007027607e+01,1.440227493589749201e+02,1.128216990398275321e+01,1.000000000000000000e+00
-4.510991039930910773e+01,-3.904014580131158851e+01,-5.002478788834126533e+01,-2.328806364907877366e+02,-1.723587714434437714e+02,-1.362480263517688854e+02,-1.075320807037711717e+02,8.821415601132822815e+01,3.257606660629831730e+00,9.561704466720044593e+00,-1.578761456702664816e+02,5.713773292915053759e+01,-1.061895978723101024e+02,-1.485863133251402601e+01,1.578032687120014188e+01,2.180882802998203118e+01,5.381107170075122781e+01,-1.754660505280944562e+02,1.032555678647850215e+02,5.770807536910874092e+01,4.814685734983545018e+01,2.301802741538756152e+02,2.478657517437808337e+02,-3.061695174194311164e+01,-1.605877695828285709e+02,1.335504280461045425e+02,1.433568939580505912e+02,-1.500183087450805886e+02,1.711996334408832467e+02,-4.168856484238733628e+01,1.014282890634859626e+02,-5.163634544320657938e+01,5.368618366269595654e+00,7.158743413397985478e+01,-1.705857699473472877e+01,-1.343328470653621309e+02,3.591991183414990019e+01,8.198609210469983921e+00,1.887523683293479451e+02,1.514487354266862340e+01,1.000000000000000000e+00
-4.474781607470023914e+01,-4.148778967908349102e+01,1.090923058587256378e+02,9.500993383992172525e+00,9.313917931553869778e+01,4.849295784934788145e+01,-1.981851998609822374e+02,6.865661318744766106e+01,-1.597324527186124676e+01,1.215279513654395593e+01,1.103338633373353161e+02,-1.174084592785708452e+02,2.025678341151185577e+02,2.575318482880241078e+01,-1.276223075819683750e+01,-5.653954344927575093e+00,1.335369572229626556e+02,-5.920286772742191772e+01,-2.476944383178913078e+00,5.541303913575911366e+01,1.577766469051059772e+01,2.383819721194425938e+02,-1.396184031429147296e+02,8.094370184668285617e+01,9.659329974757773130e+01,4.426105828111739982e+01,2.881810464026042595e+01,-1.344969832149796787e+02,1.617357800214292070e+02,-8.862848068395001633e+01,-1.761198279489242680e+02,1.991827942438896741e+02,-1.054123021691408724e+02,1.712004095392398426e+02,-1.277921167511985479e+00,3.506299461812640317e+01,9.710224844021213642e+01,-1.700238527085341289e+01,-1.657649530232605173e+02,-5.267401944248714329e+01,1.000000000000000000e+00
1.293354808467714179e+02,4.610868659868613406e+01,3.329012439952316527e+01,-2.182811268583959645e+02,7.614317681618695133e+01,-1.176472544519361563e+01,5.792926389191484837e+00,-3.940685875654565962e+01,-1.228996517884018935e+01,-1.719282832463693822e+01,1.011236609997171030e+02,2.353817306176956592e+01,9.927329147678833010e+01,-3.931675913250780141e+00,-1.898025943069447274e+00,8.806327687619209144e+01,-5.111406564430684085e+01,9.893910004698007299e+01,-1.561676488486326662e+02,3.476544520221939649e+01,-1.220671309865181087e+02,7.292801188125669398e+01,9.141492967766421884e+01,1.001015326725766243e+02,7.754207232030377384e+01,3.333409290205341335e+01,-1.270826287963339070e+02,3.849837566181227544e+01,-7.432021929793441473e+01,-8.087539228934578261e+01,-2.191506355713579808e+02,-6.373498938807723846e+01,1.329226541200091276e+02,1.542474145398993812e+02,7.068425033329407692e-02,1.213454924114649316e+02,-1.213492516715008520e+02,-1.508325487372304679e+02,1.964813366263330696e+00,9.579488129547049979e+00,1.000000000000000000e+00
-2.308946315081454514e+01,1.358764680679970560e+01,-6.965460256829776142e+01,1.747974849637136856e+02,1.208936158677634154e+02,1.605239166121965866e+01,-7.112846181616285435e+01,3.711966901152180753e+01,5.422170376956561455e+00,1.379842797486158190e+01,1.079423235688073390e+02,-6.380830812499970506e+01,2.182693126804047168e+01,1.506523867331473099e+01,1.611460196852051752e+01,3.854776772562311749e+01,1.086422808030133496e+02,-1.762586782821841425e+01,-1.582789004161725472e+02,8.366654422928281321e+00,-1.073720907477343189e+02,7.233721448250837227e+01,-4.337542580311566098e+01,-5.956201352830744611e+01,1.326358514600100307e+02,-5.172667999751031687e+01,8.790028469018767510e+01,-3.243773425748035066e+01,3.944263355052034115e+01,-3.650573934914805818e+01,-2.369294742951228159e+02,5.613476609996251199e+01,-4.461825495926056817e+00,6.033768713607084777e+01,2.160378935823383273e+01,1.856432955149370301e+01,-1.725031530003797684e+02,-2.323224765997884234e+01,1.951149102069279451e+01,2.250228152967226336e+01,1.000000000000000000e+00
-6.705969096423034159e+01,7.595115620234136600e+01,-3.947088846992973288e+01,-2.093330298613182663e+02,-1.729890273172939317e+02,2.056155333900923097e+02,-9.813586170486723859e+01,3.623736740427553116e+01,1.795455942944322203e+01,1.338577524450929168e+01,-1.571772145503326783e+02,-6.871927052797141755e+01,1.986656790339519034e+02,-9.144777963723066705e+01,3.553481965051583558e+01,2.240391857397509412e+01,-2.471922259728898297e+01,8.113320854913631308e+01,-7.412808373655437322e+01,-9.048643836851806554e+01,4.720500031119792794e+01,2.222082635562581743e+02,2.268509789867977418e+02,-2.203823212461908554e+01,-1.768004427723504648e+02,1.302649466138375942e+02,-2.245833040430164829e+02,-9.312778427473476484e+01,5.074301936172970073e+01,-8.855074043048212218e+01,-4.733808872511023225e+01,-2.509801080579477173e+01,-7.376051368697558530e+01,-8.084533705631284306e+01,-9.977342538459776478e+00,7.971320722301234696e+01,1.985982288543553977e+02,-1.789418035741852577e+02,-1.527004275760463088e+02,5.784215684271488023e+00,1.000000000000000000e+00
-1.904162665673621007e+02,-6.755138472010457917e+01,1.874816568505267753e+02,-1.239233048475583558e+02,9.150993642424383268e+01,-1.329039599014456883e+02,-4.747560393743994922e+01,8.956320973622243287e+01,-9.472394624180822120e+00,9.730359876162511412e+00,1.288506898731313584e+02,-5.632391461651701547e+01,6.313136482201258559e+01,-5.821207032189906982e+01,-8.846219030300454733e+01,1.113813026100344956e+02,9.959679550353794042e+00,4.684561800404862453e+01,1.874172310132424002e+02,6.963165523707448301e+01,-1.684873271615722672e+02,1.849253603347332273e+02,-1.618405115161721426e+02,-7.102138750092561281e+01,9.595887865116920068e+01,-2.863666643385615274e+00,-1.432222436741543561e+02,-1.529900175129801880e+02,5.211014151053181820e+01,-1.107769010620385615e+02,-4.813984528071586055e+01,-8.519644423000858069e+01,2.116761464261842889e+02,9.334520930938214889e+00,-1.021927422558030507e+01,4.551221043085813989e+01,-2.965563038603442081e+01,3.325987307979821139e+01,-4.861657218998286112e+01,5.709558074322985277e+01,1.000000000000000000e+00
5.111516155381837478e+01,3.167147769548853908e+00,2.911613310490877637e+01,6.212450631488035668e+01,5.689038672390838514e+01,-8.078566637819810126e+01,-1.077113999199698497e+02,6.575951476345125002e+01,1.345848795054808811e+01,1.227640028676079176e+01,1.354693670032268074e+02,-3.483326758798526868e+01,2.417070217233071716e+01,-3.268706767109070910e+01,-1.137583410850817067e+01,7.602033938733075047e+01,-5.004624856542633005e+00,-8.618651974924635795e+01,4.538102985443464021e+00,4.048912493045261130e+01,-9.783659624771719621e+01,1.414725044167867054e+02,3.195871624363416430e+01,-7.998818900947173915e+01,8.389511433359896841e+01,-1.130229808614780751e+02,5.795537852112451560e+01,-1.119882606537567540e+02,1.228868775676720873e+02,-5.117316737190467535e+01,-1.141384402339611910e+02,-2.852497399861624672e+02,1.022653652553250367e+02,6.324535119623519108e+01,3.240911097197631818e+01,-5.694593311491740195e+01,-2.542809871881497372e+02,-7.919886847517751960e+01,-6.736861587599295831e+01,-3.196417489966044201e+01,1.000000000000000000e+00
